Condominio,Tamanho,Quartos,Banheiros,Suites,Vagas,Elevador,Mobiliado,Piscina,Novo,Regiao,Valor,Ano
580,50,2,2,1,1,Sim,Nao,Sim,Nao,Sul,1850.0,2009
710,64,3,2,1,1,Sim,Nao,Sim,Nao,Sul,1500.0,2008
540,55,2,2,1,1,Nao,Nao,Nao,Nao,Sul,1400.0,2005
550,69,2,2,1,1,Sim,Nao,Sim,Nao,Sul,2400.0,2013
500,69,3,2,1,1,Nao,Nao,Nao,Nao,Sul,1295.0,2002
0,69,3,2,1,1,Nao,Sim,Sim,Nao,Sul,1855.0,2005
540,70,3,2,1,1,Sim,Nao,Sim,Nao,Sul,1190.0,2004
1500,60,1,2,1,1,Sim,Sim,Sim,Nao,Sul,1800.0,2004
710,45,1,2,1,1,Nao,Nao,Sim,Nao,Sul,2000.0,2012
320,65,3,2,1,1,Nao,Nao,Nao,Nao,Sul,2400.0,2013
0,65,2,2,1,1,Sim,Sim,Sim,Nao,Sul,5800.0,2021
741,46,1,2,1,2,Nao,Sim,Nao,Nao,Sul,2500.0,2010
990,52,1,2,1,1,Nao,Sim,Sim,Nao,Sul,2400.0,2011
450,90,3,2,1,1,Nao,Nao,Nao,Nao,Sul,3000.0,2017
617,36,1,2,1,1,Sim,Nao,Nao,Nao,Sul,1800.0,2011
675,70,2,2,1,2,Sim,Sim,Sim,Nao,Sul,3950.0,2019
715,84,3,3,1,1,Sim,Nao,Sim,Nao,Sul,2800.0,2013
1050,50,1,2,1,1,Nao,Nao,Sim,Nao,Sul,2000.0,2010
0,135,3,3,1,1,Nao,Nao,Nao,Nao,Sul,4000.0,2018
1400,175,4,4,1,2,Sim,Nao,Sim,Nao,Sul,5999.0,2022
1150,104,4,3,1,2,Nao,Nao,Sim,Nao,Sul,5500.0,2018
1400,45,1,2,1,1,Sim,Sim,Sim,Nao,Sul,2910.0,2012
1150,110,4,4,1,2,Sim,Nao,Sim,Nao,Sul,5500.0,2017
850,70,3,2,1,1,Sim,Sim,Sim,Nao,Sul,2000.0,2010
500,50,2,2,1,1,Nao,Nao,Nao,Nao,Sul,2500.0,2012
400,71,2,2,1,1,Sim,Nao,Nao,Nao,Sul,1600.0,2007
520,71,2,2,1,1,Sim,Nao,Nao,Nao,Sul,1350.0,2000
0,70,2,2,1,1,Sim,Nao,Nao,Nao,Sul,1900.0,2010
1049,60,3,2,1,1,Sim,Nao,Nao,Nao,Sul,1500.0,2005
760,76,3,2,1,1,Sim,Nao,Sim,Nao,Sul,1850.0,2005
940,78,3,2,1,1,Sim,Nao,Sim,Nao,Sul,2150.0,2007
1400,45,1,2,1,1,Nao,Sim,Sim,Nao,Sul,2600.0,2015
598,55,2,2,1,1,Sim,Nao,Sim,Nao,Sul,1650.0,2007
1970,110,4,2,1,3,Nao,Nao,Nao,Nao,Sul,3000.0,2011
1867,180,4,2,1,3,Sim,Nao,Nao,Nao,Sul,4000.0,2015
493,35,1,2,1,1,Nao,Sim,Nao,Nao,Sul,1800.0,2005
483,37,1,2,1,1,Nao,Sim,Nao,Nao,Sul,1750.0,2006
724,55,2,2,1,1,Sim,Nao,Sim,Nao,Sul,1600.0,2007
608,71,3,2,1,2,Sim,Nao,Sim,Nao,Sul,3200.0,2018
455,66,2,2,1,1,Nao,Nao,Nao,Nao,Sul,1600.0,2008
515,60,2,2,1,1,Sim,Nao,Sim,Nao,Sul,1700.0,2006
474,48,1,2,1,1,Nao,Nao,Sim,Nao,Sul,1600.0,2004
900,41,1,2,1,1,Nao,Sim,Sim,Nao,Sul,1700.0,2010
0,97,2,2,1,1,Nao,Sim,Nao,Nao,Sul,3000.0,2013
600,57,2,2,1,2,Nao,Nao,Sim,Nao,Sul,2600.0,2013
1250,40,1,2,1,1,Sim,Sim,Nao,Nao,Sul,1250.0,2005
2000,92,4,2,1,2,Sim,Nao,Sim,Nao,Sul,1800.0,2009
500,50,2,2,1,1,Nao,Nao,Nao,Nao,Sul,1100.0,1998
830,84,3,2,1,1,Sim,Nao,Sim,Nao,Sul,2500.0,2012
0,93,3,3,1,2,Sim,Nao,Sim,Nao,Sul,3500.0,2013
0,55,2,2,1,1,Sim,Nao,Nao,Nao,Sul,1650.0,2007
425,56,2,2,1,1,Nao,Nao,Nao,Nao,Sul,1400.0,2007
341,45,2,2,1,1,Sim,Nao,Nao,Nao,Sul,1309.0,2001
0,49,2,2,1,1,Sim,Nao,Nao,Nao,Sul,1950.0,2011
570,55,2,2,1,1,Nao,Sim,Sim,Nao,Sul,1900.0,2006
639,75,3,2,1,1,Nao,Nao,Sim,Nao,Sul,1300.0,2006
0,52,2,2,1,1,Sim,Nao,Nao,Nao,Sul,1700.0,2004
430,66,2,2,1,1,Nao,Nao,Nao,Nao,Sul,2300.0,2013
1854,198,3,4,3,2,Sim,Nao,Sim,Nao,Sul,2800.0,2016
579,69,2,2,1,2,Nao,Nao,Sim,Nao,Sul,1700.0,2008
980,96,2,3,2,2,Sim,Nao,Sim,Nao,Sul,3200.0,2013
1500,99,3,2,1,3,Sim,Nao,Sim,Nao,Sul,2000.0,2011
600,80,2,3,2,2,Sim,Nao,Sim,Nao,Sul,2740.0,2015
479,68,2,2,1,1,Nao,Nao,Sim,Nao,Sul,1600.0,2008
437,49,1,2,1,1,Sim,Sim,Sim,Nao,Sul,2400.0,2009
595,104,2,4,2,2,Sim,Nao,Sim,Nao,Sul,2780.0,2014
230,51,2,2,1,1,Nao,Nao,Sim,Nao,Sul,2000.0,2009
450,60,2,2,1,1,Sim,Sim,Sim,Nao,Sul,2000.0,2011
905,82,3,2,1,2,Sim,Nao,Sim,Nao,Sul,1500.0,2007
280,51,2,2,1,1,Nao,Nao,Nao,Nao,Sul,1700.0,2008
585,84,1,2,1,1,Sim,Nao,Nao,Nao,Sul,3500.0,2019
2900,221,3,1,3,3,Nao,Nao,Sim,Nao,Sul,3500.0,2013
650,45,1,2,1,1,Sim,Nao,Sim,Nao,Sul,2600.0,2012
500,70,2,2,1,2,Nao,Sim,Sim,Nao,Sul,3200.0,2015
1800,33,1,2,1,1,Sim,Sim,Sim,Nao,Sul,1380.0,2006
1700,135,3,2,1,2,Nao,Nao,Nao,Nao,Sul,2250.0,2008
1287,106,3,2,1,2,Sim,Nao,Sim,Nao,Sul,4500.0,2018
1758,142,4,2,1,3,Sim,Nao,Sim,Nao,Sul,3500.0,2014
1150,86,2,3,2,2,Nao,Nao,Sim,Nao,Sul,3600.0,2016
780,62,2,2,1,2,Sim,Nao,Sim,Nao,Sul,3800.0,2019
980,140,3,2,1,2,Nao,Nao,Nao,Nao,Sul,3200.0,2016
1160,60,2,2,1,2,Sim,Nao,Sim,Nao,Sul,2500.0,2015
1200,75,2,2,1,2,Sim,Nao,Sim,Nao,Sul,2000.0,2010
800,68,2,2,1,1,Nao,Nao,Nao,Nao,Sul,2000.0,2012
1200,90,2,4,2,2,Nao,Nao,Sim,Nao,Sul,6500.0,2018
780,75,2,2,1,1,Nao,Nao,Nao,Nao,Sul,1950.0,2006
966,55,1,2,1,1,Sim,Sim,Nao,Nao,Sul,2200.0,2010
840,58,2,2,1,1,Sim,Sim,Sim,Nao,Sul,2850.0,2010
1400,116,3,4,3,3,Sim,Nao,Sim,Nao,Sul,4100.0,2019
1050,70,2,2,1,1,Sim,Nao,Sim,Nao,Sul,2100.0,2013
700,70,2,2,1,2,Nao,Nao,Sim,Nao,Sul,3500.0,2013
2300,200,3,5,2,4,Nao,Nao,Sim,Nao,Sul,5200.0,2019
551,35,1,2,1,1,Nao,Sim,Sim,Nao,Sul,2850.0,2012
2900,230,4,3,2,3,Nao,Nao,Sim,Nao,Sul,4500.0,2017
950,62,1,2,1,2,Nao,Nao,Sim,Nao,Sul,2500.0,2010
1055,71,2,1,0,1,Nao,Nao,Sim,Nao,Sul,1800.0,2005
2000,178,3,4,3,4,Nao,Nao,Sim,Nao,Sul,7700.0,2022
830,63,2,2,1,1,Nao,Sim,Sim,Nao,Sul,3000.0,2014
600,35,1,2,1,1,Nao,Sim,Sim,Nao,Sul,2400.0,2008
380,43,1,2,1,1,Sim,Nao,Sim,Nao,Sul,3000.0,2015
600,58,1,2,1,2,Nao,Sim,Sim,Nao,Sul,6200.0,2022
474,35,1,2,1,1,Nao,Nao,Sim,Nao,Sul,2509.0,2009
474,35,1,2,1,1,Nao,Nao,Sim,Nao,Sul,2509.0,2009
1995,129,3,2,1,3,Nao,Nao,Sim,Nao,Sul,6000.0,2019
870,75,2,1,0,1,Nao,Nao,Nao,Nao,Sul,2400.0,2013
640,62,3,1,0,1,Nao,Nao,Nao,Nao,Sul,1260.0,2002
520,50,2,1,0,0,Sim,Nao,Sim,Nao,Sul,1500.0,2002
1900,170,4,4,3,3,Nao,Nao,Nao,Nao,Sul,5500.0,2019
525,60,2,3,2,1,Nao,Nao,Sim,Nao,Sul,1475.0,2002
683,74,3,2,1,2,Nao,Nao,Nao,Nao,Sul,1982.0,2011
1460,132,3,3,2,2,Nao,Sim,Sim,Nao,Sul,6000.0,2019
580,68,3,1,0,1,Nao,Nao,Nao,Nao,Sul,1500.0,2004
1460,85,3,2,1,2,Nao,Nao,Nao,Nao,Sul,1400.0,2007
665,68,3,1,0,1,Nao,Nao,Nao,Nao,Sul,1100.0,1999
690,75,3,2,1,1,Nao,Nao,Sim,Nao,Sul,1600.0,2009
570,82,3,2,1,1,Nao,Nao,Sim,Nao,Sul,1800.0,2005
670,80,3,2,1,1,Nao,Nao,Sim,Nao,Sul,1500.0,2002
500,64,3,1,0,1,Nao,Nao,Sim,Nao,Sul,1550.0,2003
1167,75,3,2,1,1,Nao,Nao,Sim,Nao,Sul,1800.0,2009
500,64,3,1,0,2,Nao,Nao,Nao,Nao,Sul,1950.0,2010
665,64,3,1,0,1,Nao,Nao,Nao,Nao,Sul,1100.0,2001
890,95,2,2,1,2,Nao,Nao,Sim,Nao,Sul,2700.0,2016
550,65,2,1,0,1,Nao,Nao,Sim,Nao,Sul,2000.0,2011
1100,140,3,2,1,2,Nao,Nao,Sim,Nao,Sul,3800.0,2018
890,94,3,2,1,2,Nao,Nao,Sim,Nao,Sul,3600.0,2014
650,74,3,2,1,2,Nao,Nao,Nao,Nao,Sul,1900.0,2010
476,65,3,1,0,1,Nao,Nao,Nao,Nao,Sul,1700.0,2008
550,75,3,2,1,1,Nao,Nao,Nao,Nao,Sul,1800.0,2009
503,64,3,1,0,1,Nao,Sim,Nao,Nao,Sul,2000.0,2008
625,64,3,2,1,2,Nao,Nao,Nao,Nao,Sul,2055.0,2012
640,76,3,1,0,1,Nao,Nao,Nao,Nao,Sul,1500.0,2002
720,95,3,2,1,2,Nao,Nao,Sim,Nao,Sul,3500.0,2013
470,60,2,1,0,1,Nao,Nao,Nao,Nao,Sul,1600.0,2005
1400,110,3,2,1,2,Nao,Nao,Sim,Nao,Sul,2500.0,2011
1020,120,3,3,2,2,Nao,Nao,Sim,Nao,Sul,3500.0,2015
690,75,3,2,1,1,Nao,Nao,Sim,Nao,Sul,1600.0,2003
1150,120,3,2,1,2,Nao,Sim,Sim,Nao,Sul,4400.0,2019
516,64,3,1,0,1,Nao,Nao,Nao,Nao,Sul,1700.0,2006
1050,120,3,3,2,2,Nao,Nao,Sim,Nao,Sul,4400.0,2016
3500,243,4,5,4,3,Nao,Nao,Nao,Nao,Sul,7000.0,2022
633,96,2,1,0,1,Nao,Nao,Nao,Nao,Sul,1900.0,2007
446,65,3,1,0,1,Nao,Nao,Nao,Nao,Sul,1872.0,2011
853,70,3,1,0,1,Nao,Nao,Sim,Nao,Sul,1500.0,2005
825,75,3,1,0,1,Nao,Nao,Nao,Nao,Sul,1500.0,2004
650,74,3,2,1,2,Nao,Nao,Nao,Nao,Sul,2000.0,2006
540,64,3,1,0,1,Nao,Nao,Nao,Nao,Sul,1700.0,2009
1150,122,3,2,1,2,Nao,Nao,Sim,Nao,Sul,4500.0,2017
600,67,2,2,1,1,Nao,Nao,Sim,Nao,Sul,2200.0,2012
1500,185,4,3,2,3,Nao,Nao,Sim,Nao,Sul,6000.0,2020
340,70,3,2,0,2,Nao,Nao,Nao,Nao,Sul,1160.0,1999
1057,62,2,1,0,2,Nao,Nao,Sim,Nao,Sul,1000.0,2001
639,74,3,1,0,1,Nao,Nao,Sim,Nao,Sul,1500.0,2008
341,45,2,1,0,1,Nao,Nao,Nao,Nao,Sul,900.0,1999
1007,93,3,2,1,2,Nao,Nao,Sim,Nao,Sul,3200.0,2014
125,80,2,1,0,0,Nao,Nao,Nao,Nao,Sul,1500.0,2005
220,100,2,1,0,1,Sim,Nao,Nao,Nao,Sul,1700.0,2007
410,57,2,2,1,1,Nao,Nao,Sim,Nao,Sul,2100.0,2012
603,80,3,2,1,2,Nao,Nao,Nao,Nao,Sul,2850.0,2011
1650,170,3,4,3,4,Nao,Sim,Nao,Nao,Sul,5000.0,2016
580,68,2,2,1,1,Nao,Nao,Sim,Nao,Sul,2600.0,2011
750,72,2,2,1,2,Nao,Sim,Sim,Nao,Sul,3010.0,2014
1450,140,3,4,3,2,Sim,Nao,Sim,Nao,Sul,5000.0,2017
1600,140,3,4,3,2,Nao,Nao,Sim,Nao,Sul,4500.0,2019
442,55,2,1,0,1,Nao,Nao,Sim,Nao,Sul,2000.0,2009
700,74,2,1,0,1,Nao,Nao,Nao,Nao,Sul,1750.0,2005
120,75,2,1,0,1,Nao,Nao,Nao,Nao,Sul,2100.0,2007
700,48,2,1,0,1,Nao,Nao,Nao,Nao,Sul,2500.0,2009
580,53,2,1,0,1,Nao,Nao,Nao,Nao,Sul,1950.0,2009
634,48,2,1,0,1,Nao,Sim,Nao,Nao,Sul,1300.0,2006
779,78,3,1,0,2,Nao,Sim,Sim,Nao,Sul,1600.0,2006
700,86,3,2,1,2,Sim,Nao,Sim,Sim,Sul,2600.0,2014
360,65,2,1,0,1,Nao,Nao,Nao,Nao,Sul,1150.0,2000
0,110,3,1,0,0,Nao,Nao,Nao,Nao,Sul,1600.0,2004
270,44,1,1,0,1,Nao,Nao,Nao,Nao,Sul,1100.0,2000
270,44,1,1,0,1,Nao,Nao,Nao,Nao,Sul,1100.0,1999
691,64,3,1,0,1,Nao,Nao,Sim,Nao,Sul,1176.0,2003
680,50,2,1,0,1,Nao,Nao,Sim,Nao,Sul,2500.0,2011
946,85,3,2,1,1,Nao,Nao,Sim,Nao,Sul,2250.0,2011
700,56,2,1,0,1,Nao,Sim,Sim,Nao,Sul,1800.0,2005
453,46,1,1,0,1,Nao,Nao,Nao,Nao,Sul,1200.0,2000
1100,45,1,1,0,1,Nao,Sim,Sim,Nao,Sul,3500.0,2014
980,70,2,3,2,1,Nao,Sim,Sim,Nao,Sul,4000.0,2014
660,65,2,1,0,1,Nao,Nao,Nao,Nao,Sul,2300.0,2014
1000,34,1,1,0,1,Nao,Sim,Sim,Nao,Sul,2000.0,2009
920,57,2,1,0,1,Nao,Nao,Sim,Nao,Sul,2700.0,2011
1350,44,1,2,1,1,Nao,Sim,Nao,Nao,Sul,3100.0,2014
1100,97,3,2,1,2,Nao,Sim,Nao,Nao,Sul,6000.0,2022
1072,103,3,3,2,2,Nao,Nao,Sim,Nao,Sul,6500.0,2021
520,42,1,1,0,1,Sim,Nao,Sim,Nao,Sul,2400.0,2010
490,47,1,1,0,1,Nao,Nao,Nao,Nao,Sul,3000.0,2011
1300,38,1,1,0,1,Nao,Sim,Sim,Nao,Sul,1800.0,2011
1286,107,3,1,0,1,Nao,Nao,Nao,Nao,Sul,3300.0,2015
1100,44,1,1,0,1,Nao,Sim,Sim,Nao,Sul,2000.0,2012
1300,110,2,3,2,2,Nao,Nao,Sim,Nao,Sul,6500.0,2022
1837,142,3,2,1,2,Nao,Sim,Sim,Nao,Sul,6000.0,2022
770,75,2,1,0,1,Nao,Nao,Nao,Nao,Sul,2700.0,2014
1400,104,3,2,1,2,Nao,Sim,Nao,Nao,Sul,7000.0,2018
350,49,2,1,0,1,Sim,Nao,Nao,Nao,Sul,1500.0,2008
660,75,3,2,1,2,Nao,Nao,Nao,Nao,Sul,2300.0,2009
450,47,2,1,0,1,Nao,Nao,Nao,Nao,Sul,1650.0,2006
500,46,1,1,0,1,Nao,Nao,Nao,Nao,Sul,2350.0,2009
1007,117,3,2,1,2,Nao,Nao,Sim,Nao,Sul,2500.0,2014
930,98,2,3,2,2,Nao,Sim,Sim,Nao,Sul,3500.0,2018
850,117,3,2,1,0,Nao,Nao,Sim,Nao,Sul,4500.0,2016
870,90,3,1,0,1,Nao,Nao,Sim,Nao,Sul,2500.0,2009
520,35,1,1,0,0,Nao,Sim,Sim,Nao,Sul,1090.0,1998
1350,102,3,2,1,2,Nao,Sim,Sim,Nao,Sul,2800.0,2013
1316,160,3,3,2,2,Nao,Nao,Sim,Nao,Sul,4500.0,2016
1316,160,3,3,2,2,Nao,Nao,Sim,Nao,Sul,4500.0,2017
1400,104,3,2,1,2,Nao,Nao,Sim,Nao,Sul,3770.0,2015
1900,102,2,2,1,2,Nao,Sim,Sim,Nao,Sul,4500.0,2019
1500,186,4,3,2,2,Nao,Nao,Sim,Nao,Sul,6000.0,2019
640,167,3,2,1,3,Nao,Nao,Sim,Nao,Sul,3500.0,2014
2540,169,4,4,3,4,Nao,Nao,Sim,Nao,Sul,4500.0,2017
800,70,2,2,1,2,Nao,Sim,Sim,Nao,Sul,3000.0,2011
1161,130,3,2,1,2,Nao,Nao,Sim,Nao,Sul,3800.0,2019
680,70,1,1,0,2,Nao,Sim,Sim,Nao,Sul,2200.0,2009
970,100,3,2,1,2,Nao,Nao,Sim,Nao,Sul,5200.0,2019
450,48,1,1,0,0,Nao,Nao,Nao,Nao,Sul,950.0,1998
1100,135,3,4,3,2,Nao,Nao,Sim,Nao,Sul,4000.0,2018
836,76,3,2,1,2,Nao,Nao,Sim,Nao,Sul,3500.0,2016
911,86,3,2,1,2,Sim,Nao,Sim,Nao,Sul,3200.0,2013
2900,220,4,3,2,4,Nao,Nao,Nao,Nao,Sul,3500.0,2019
910,56,2,1,0,1,Nao,Nao,Sim,Nao,Sul,1700.0,2005
790,70,2,1,0,1,Nao,Nao,Nao,Nao,Sul,1900.0,2012
350,41,1,1,0,1,Sim,Nao,Sim,Nao,Sul,2300.0,2014
580,53,2,1,0,1,Nao,Nao,Sim,Nao,Sul,1950.0,2007
680,72,3,2,0,1,Sim,Nao,Sim,Nao,Sul,2100.0,2010
706,55,2,1,0,1,Nao,Nao,Sim,Nao,Sul,1600.0,2006
750,60,2,1,0,1,Nao,Nao,Sim,Nao,Sul,1800.0,2011
653,60,2,2,1,2,Nao,Nao,Nao,Nao,Sul,2100.0,2010
750,72,3,2,1,2,Sim,Nao,Sim,Nao,Sul,2500.0,2015
540,50,2,1,0,1,Nao,Nao,Sim,Nao,Sul,1550.0,2009
0,40,1,1,0,1,Nao,Nao,Nao,Nao,Sul,1500.0,2002
0,50,2,1,0,1,Nao,Nao,Nao,Nao,Sul,1800.0,2010
500,50,1,1,0,1,Sim,Nao,Nao,Nao,Sul,1100.0,1998
700,75,2,1,0,1,Nao,Nao,Nao,Nao,Sul,1400.0,2001
790,71,2,1,0,1,Nao,Nao,Sim,Nao,Sul,1820.0,2010
600,40,1,1,0,1,Nao,Sim,Nao,Nao,Sul,1450.0,2003
380,38,1,1,0,1,Nao,Nao,Sim,Nao,Sul,2100.0,2008
1500,160,3,4,3,3,Nao,Nao,Nao,Nao,Sul,4000.0,2018
1100,100,3,2,1,3,Nao,Nao,Sim,Nao,Sul,2400.0,2008
470,45,1,2,1,1,Nao,Nao,Nao,Nao,Sul,1700.0,2007
1007,93,3,1,0,1,Nao,Nao,Sim,Nao,Sul,3500.0,2013
615,75,3,1,0,1,Nao,Sim,Nao,Nao,Sul,2100.0,2010
537,52,2,1,0,1,Sim,Nao,Sim,Nao,Sul,1900.0,2011
1960,186,3,4,3,3,Sim,Sim,Sim,Nao,Sul,4000.0,2018
2250,187,3,4,3,4,Nao,Nao,Sim,Nao,Sul,5000.0,2021
625,68,2,2,1,2,Nao,Nao,Nao,Nao,Sul,1800.0,2009
913,69,3,2,1,2,Sim,Nao,Sim,Nao,Sul,1200.0,1999
1400,110,2,2,1,2,Nao,Nao,Nao,Nao,Sul,1000.0,1999
615,67,2,2,1,1,Nao,Nao,Sim,Nao,Sul,1900.0,2011
1024,79,3,2,0,1,Nao,Nao,Nao,Nao,Sul,1900.0,2009
1990,160,3,4,3,3,Nao,Nao,Sim,Nao,Sul,2650.0,2016
455,55,2,1,0,1,Nao,Nao,Nao,Nao,Sul,1500.0,2003
405,50,1,1,0,1,Sim,Nao,Nao,Nao,Sul,1600.0,2004
800,68,2,1,0,1,Nao,Nao,Nao,Nao,Sul,3000.0,2016
877,66,2,1,0,1,Nao,Sim,Sim,Nao,Sul,1900.0,2008
800,90,1,2,1,1,Sim,Nao,Nao,Nao,Sul,2700.0,2016
670,55,2,1,0,1,Nao,Sim,Sim,Nao,Sul,2750.0,2015
0,90,2,3,2,2,Nao,Nao,Sim,Nao,Sul,6500.0,2018
560,47,1,1,0,1,Nao,Sim,Nao,Nao,Sul,2190.0,2011
2100,220,4,2,1,2,Nao,Nao,Sim,Nao,Sul,3000.0,2011
1590,188,4,3,2,2,Nao,Nao,Sim,Nao,Sul,6900.0,2019
440,36,1,1,0,1,Nao,Sim,Sim,Nao,Sul,2910.0,2015
693,69,2,2,1,2,Nao,Nao,Sim,Nao,Sul,4500.0,2020
1342,90,3,2,1,1,Nao,Sim,Nao,Nao,Sul,2700.0,2010
720,94,3,2,1,2,Nao,Nao,Sim,Nao,Sul,3500.0,2015
2784,160,3,4,3,3,Nao,Nao,Sim,Nao,Sul,5500.0,2020
1160,60,2,1,0,2,Nao,Sim,Sim,Nao,Sul,2500.0,2015
1200,127,3,2,1,2,Nao,Nao,Sim,Nao,Sul,5000.0,2022
560,47,1,1,0,1,Nao,Sim,Nao,Nao,Sul,2090.0,2010
994,60,2,1,0,1,Nao,Sim,Nao,Nao,Sul,2300.0,2010
600,80,2,1,0,0,Nao,Nao,Nao,Nao,Sul,2800.0,2011
570,103,3,2,1,1,Nao,Nao,Nao,Nao,Sul,3500.0,2017
2005,172,3,5,3,3,Nao,Nao,Sim,Nao,Sul,5290.0,2019
0,40,1,2,1,1,Nao,Sim,Nao,Nao,Sul,1650.0,2006
566,67,2,2,1,1,Sim,Nao,Sim,Nao,Sul,3500.0,2018
650,62,1,2,1,1,Sim,Nao,Sim,Nao,Sul,3000.0,2017
750,62,2,2,1,1,Sim,Sim,Sim,Nao,Sul,4700.0,2017
800,67,2,2,1,1,Sim,Sim,Sim,Nao,Sul,4100.0,2015
700,69,2,2,1,2,Sim,Sim,Sim,Nao,Sul,5600.0,2018
440,52,1,2,1,1,Sim,Nao,Sim,Nao,Sul,3200.0,2012
830,49,1,2,1,1,Sim,Nao,Nao,Nao,Sul,2400.0,2011
805,63,1,2,1,1,Nao,Sim,Nao,Nao,Sul,5555.0,2017
985,105,2,3,2,2,Nao,Nao,Sim,Nao,Sul,6000.0,2022
1350,64,1,2,1,1,Sim,Sim,Sim,Nao,Sul,5300.0,2018
750,55,1,2,1,1,Sim,Sim,Sim,Nao,Sul,3500.0,2017
515,30,1,2,1,1,Nao,Nao,Nao,Nao,Sul,2800.0,2014
3000,62,1,2,1,1,Nao,Sim,Sim,Nao,Sul,3500.0,2014
700,43,1,2,1,1,Nao,Sim,Sim,Nao,Sul,4100.0,2018
1300,86,3,2,1,1,Sim,Nao,Nao,Nao,Sul,3500.0,2017
1600,105,2,3,2,2,Sim,Nao,Sim,Nao,Sul,5500.0,2022
1100,35,1,2,1,1,Sim,Sim,Sim,Nao,Sul,3600.0,2017
550,40,1,2,1,1,Nao,Nao,Nao,Nao,Sul,2950.0,2013
1200,43,1,2,1,1,Sim,Sim,Sim,Nao,Sul,6500.0,2022
1100,111,3,3,1,2,Sim,Nao,Sim,Nao,Sul,7800.0,2022
787,36,1,2,1,1,Sim,Sim,Sim,Nao,Sul,3580.0,2017
900,41,1,2,1,2,Sim,Sim,Nao,Nao,Sul,2492.0,2012
750,68,2,2,1,1,Sim,Nao,Sim,Nao,Sul,4500.0,2015
900,115,3,3,2,1,Nao,Nao,Nao,Nao,Sul,2750.0,2012
1090,40,1,1,0,1,Nao,Nao,Sim,Nao,Sul,2500.0,2010
800,69,2,2,1,1,Nao,Sim,Sim,Nao,Sul,4800.0,2016
650,41,1,2,1,1,Nao,Sim,Sim,Nao,Sul,3300.0,2015
980,52,2,1,0,1,Nao,Sim,Sim,Nao,Sul,3000.0,2013
850,48,1,2,1,1,Nao,Sim,Sim,Nao,Sul,3900.0,2019
750,68,2,2,1,1,Nao,Nao,Sim,Nao,Sul,4500.0,2017
1300,80,2,2,0,1,Nao,Nao,Nao,Nao,Sul,2500.0,2012
610,51,1,1,0,1,Nao,Sim,Sim,Nao,Sul,3000.0,2014
589,41,1,1,0,1,Nao,Sim,Sim,Nao,Sul,4000.0,2017
595,73,1,2,1,1,Nao,Nao,Sim,Nao,Sul,3700.0,2019
710,55,1,1,0,1,Nao,Sim,Sim,Nao,Sul,3800.0,2014
2354,205,3,2,1,2,Sim,Nao,Nao,Nao,Sul,5000.0,2020
1326,168,4,3,2,3,Sim,Nao,Sim,Nao,Oeste,6022.6,2019
1060,57,2,1,0,1,Sim,Nao,Nao,Nao,Sul,3693.3,2019
1494,81,1,3,1,0,Sim,Nao,Nao,Nao,Norte,3018.96,2015
1330,124,1,2,2,3,Nao,Sim,Nao,Nao,Leste,3362.4,2016
1295,80,2,3,2,1,Sim,Sim,Sim,Nao,Centro,6215.4,2022
1244,141,4,2,1,2,Sim,Sim,Sim,Nao,Oeste,5629.4,2020
321,174,4,3,0,3,Nao,Nao,Sim,Sim,Sul,6047.7300000000005,2018
666,175,4,2,0,3,Sim,Sim,Nao,Sim,Sul,6489.080000000001,2022
1438,138,1,3,2,2,Sim,Nao,Nao,Nao,Norte,3900.42,2014
530,145,2,3,1,0,Nao,Sim,Nao,Nao,Oeste,3878.0,2020
287,138,3,3,2,2,Sim,Nao,Nao,Nao,Oeste,4818.7,2022
1323,94,1,1,1,3,Sim,Sim,Nao,Nao,Norte,3557.07,2014
1071,134,4,3,0,0,Nao,Sim,Nao,Nao,Centro,4892.52,2020
330,102,2,1,1,1,Sim,Nao,Nao,Nao,Centro,4071.6,2020
969,167,4,2,0,1,Sim,Sim,Sim,Nao,Oeste,5181.9,2017
543,154,3,3,1,1,Sim,Sim,Nao,Nao,Leste,3899.440000000001,2020
1005,71,4,2,2,3,Sim,Nao,Nao,Nao,Norte,4324.95,2021
585,106,4,2,0,2,Sim,Nao,Sim,Nao,Norte,4039.65,2017
1415,161,3,3,2,0,Nao,Nao,Sim,Nao,Sul,6170.45,2018
1155,140,2,1,2,1,Sim,Sim,Sim,Nao,Leste,4052.4,2017
476,126,1,3,0,0,Nao,Sim,Nao,Nao,Sul,4000.88,2014
1384,65,2,2,0,3,Sim,Sim,Nao,Sim,Centro,4696.08,2021
659,156,3,2,2,1,Nao,Sim,Nao,Sim,Centro,5515.079999999999,2022
221,171,4,3,2,3,Nao,Nao,Nao,Nao,Oeste,4927.1,2020
452,85,2,1,2,2,Sim,Nao,Sim,Nao,Centro,5244.24,2022
947,63,1,1,2,3,Sim,Sim,Sim,Nao,Centro,5591.639999999999,2017
1056,74,3,2,0,3,Sim,Nao,Sim,Nao,Centro,5070.72,2016
674,75,2,2,0,2,Sim,Sim,Nao,Nao,Oeste,3742.4,2013
1282,45,1,1,2,0,Nao,Nao,Sim,Nao,Oeste,3153.2,2018
710,185,3,3,1,2,Nao,Sim,Nao,Sim,Centro,5635.2,2018
899,35,1,2,1,2,Sim,Sim,Nao,Nao,Leste,2931.92,2016
1175,80,3,1,0,3,Sim,Nao,Nao,Nao,Oeste,3567.5,2014
