Ano,Potencia_motor,Cilindros_motor,Consumo_estrada_km,Valor
2017,134.0,4.0,64.3736,31250
2015,285.0,6.0,38.62416,34530
2016,259.0,4.0,48.2802,31565
2017,304.0,6.0,45.06152,55795
2007,295.0,8.0,30.57746,24515
2008,155.0,4.0,49.88954,22450
1993,180.0,6.0,25.74944,2000
2001,122.0,4.0,51.49888,14899
2009,168.0,5.0,49.88954,28550
2017,381.0,8.0,27.35878,54250
1993,172.0,6.0,38.62416,2000
2015,155.0,4.0,51.49888,22945
2017,252.0,4.0,49.88954,42350
1993,165.0,6.0,32.1868,2000
2017,220.0,4.0,48.2802,43500
2002,200.0,6.0,41.84284,22790
2017,284.0,6.0,43.45218,30290
2015,170.0,4.0,57.93624,28115
2002,165.0,6.0,40.2335,21885
2017,175.0,4.0,45.06152,27300
2016,148.0,4.0,54.71756,17595
2015,185.0,4.0,54.71756,22105
2009,337.0,8.0,35.40548,37995
2008,306.0,6.0,37.01482,39630
2000,195.0,4.0,45.06152,7398
2017,140.0,4.0,64.3736,19335
2017,295.0,6.0,40.2335,32595
2010,166.0,4.0,38.62416,21775
2016,252.0,4.0,49.88954,24425
2013,265.0,4.0,40.2335,29295
2015,325.0,6.0,38.62416,51050
2017,281.0,6.0,35.40548,43850
2012,185.0,4.0,40.2335,17475
2009,390.0,8.0,28.96812,41340
2007,295.0,8.0,27.35878,28460
1997,161.0,4.0,30.57746,2728
2016,333.0,6.0,41.84284,59350
2016,292.0,6.0,49.88954,29995
2016,300.0,6.0,40.2335,60600
2008,180.0,4.0,38.62416,23515
2015,138.0,4.0,48.2802,29450
2006,295.0,6.0,41.84284,58900
2007,235.0,8.0,30.57746,24005
2016,435.0,8.0,40.2335,41895
2012,100.0,4.0,54.71756,15370
2016,210.0,4.0,49.88954,34950
2015,278.0,6.0,45.06152,37390
2016,381.0,8.0,28.96812,32650
1994,113.0,4.0,48.2802,2000
2017,130.0,4.0,56.3269,16990
2008,390.0,8.0,25.74944,32155
2010,171.0,4.0,45.06152,23590
2001,310.0,8.0,37.01482,27145
2016,245.0,4.0,45.06152,37595
2013,140.0,4.0,62.76426,29495
1998,205.0,6.0,43.45218,2000
2007,340.0,8.0,35.40548,33615
2015,288.0,6.0,46.67086,34405
2016,170.0,4.0,54.71756,19795
2007,172.0,6.0,38.62416,22095
2001,125.0,4.0,45.06152,11820
2017,240.0,4.0,41.84284,32500
2017,131.0,4.0,41.84284,21330
2015,355.0,8.0,37.01482,43360
2010,320.0,8.0,28.96812,56050
2005,200.0,6.0,33.79614,27700
2015,148.0,4.0,59.54558,19695
2016,287.0,6.0,37.01482,29600
1997,210.0,6.0,38.62416,2122
2016,160.0,4.0,54.71756,22575
2017,362.0,6.0,46.67086,60300
2015,196.0,4.0,72.4203,29305
2016,134.0,4.0,64.3736,28060
2016,266.0,6.0,40.2335,31640
2010,227.0,6.0,41.84284,32730
2014,318.0,6.0,43.45218,43795
2017,295.0,6.0,40.2335,40095
1999,160.0,6.0,32.1868,3229
2017,259.0,4.0,46.67086,34115
2015,281.0,6.0,38.62416,40820
2016,153.0,4.0,65.98294,19820
2017,173.0,4.0,40.2335,20995
2013,225.0,8.0,27.35878,28540
1998,200.0,6.0,30.57746,3067
2005,155.0,4.0,41.84284,16849
2015,205.0,4.0,49.88954,23090
1994,136.0,4.0,40.2335,2000
2002,127.0,4.0,37.01482,16999
2010,172.0,4.0,46.67086,20555
2016,285.0,6.0,38.62416,38290
2013,148.0,4.0,61.15492,17595
2015,158.0,4.0,45.06152,18070
1992,93.0,4.0,46.67086,2000
2017,138.0,4.0,62.76426,17530
2017,152.0,4.0,37.01482,18390
2015,400.0,6.0,37.01482,72300
2015,285.0,6.0,38.62416,36745
2006,185.0,6.0,32.1868,26699
2015,184.0,4.0,59.54558,25045
2015,180.0,4.0,56.3269,34950
2013,250.0,6.0,33.79614,29450
2016,184.0,4.0,59.54558,25495
2014,285.0,8.0,27.35878,29215
2017,170.0,4.0,45.06152,22595
2017,381.0,8.0,27.35878,38470
2015,317.0,8.0,28.96812,53680
2016,283.0,6.0,40.2335,29395
2016,310.0,6.0,49.88954,50950
2016,170.0,4.0,54.71756,22450
2003,140.0,4.0,48.2802,15730
2013,270.0,6.0,41.84284,44050
2014,164.0,4.0,49.88954,18400
2017,245.0,4.0,43.45218,37595
2016,210.0,4.0,49.88954,27095
2005,275.0,6.0,27.35878,32515
2015,420.0,8.0,33.79614,71695
2016,200.0,4.0,51.49888,34655
2017,381.0,8.0,27.35878,65215
2016,170.0,4.0,59.54558,20895
1996,168.0,5.0,41.84284,2000
2017,290.0,6.0,43.45218,50360
1994,195.0,8.0,25.74944,2000
2005,185.0,6.0,38.62416,23365
2013,200.0,4.0,53.10822,28395
2015,580.0,8.0,30.57746,55505
2016,340.0,6.0,37.01482,52600
2007,302.0,8.0,32.1868,34990
2017,365.0,6.0,30.57746,65510
1998,185.0,4.0,38.62416,2000
2011,180.0,4.0,46.67086,23399
2016,305.0,6.0,38.62416,34720
2009,275.0,6.0,35.40548,47950
2004,202.0,6.0,30.57746,19910
2015,250.0,6.0,38.62416,31470
2012,550.0,8.0,37.01482,48810
2011,227.0,5.0,48.2802,32850
2015,215.0,4.0,49.88954,28020
2016,300.0,6.0,46.67086,58950
2016,227.0,4.0,45.06152,40170
2015,200.0,4.0,41.84284,26255
2015,240.0,6.0,40.2335,41750
2016,355.0,8.0,37.01482,41660
2016,270.0,6.0,38.62416,44990
2017,220.0,4.0,54.71756,40300
2016,329.0,6.0,46.67086,62250
2015,340.0,6.0,30.57746,50400
2003,190.0,6.0,27.35878,20270
2015,170.0,4.0,51.49888,30425
2016,266.0,6.0,37.01482,46410
2008,260.0,4.0,45.06152,31750
2002,270.0,6.0,30.57746,34745
1993,172.0,6.0,38.62416,2000
2016,280.0,6.0,43.45218,36055
2003,120.0,4.0,40.2335,18270
1998,95.0,4.0,38.62416,2000
2017,158.0,4.0,62.76426,19150
2005,203.0,6.0,40.2335,28440
2009,260.0,4.0,45.06152,30375
2012,300.0,6.0,41.84284,44100
2014,330.0,6.0,40.2335,46050
1990,162.0,6.0,37.01482,2000
2015,155.0,4.0,56.3269,21545
2012,332.0,8.0,37.01482,40010
2009,107.0,4.0,54.71756,11965
2015,281.0,6.0,37.01482,42820
2015,184.0,4.0,62.76426,26095
2015,201.0,4.0,49.88954,39400
2017,148.0,4.0,53.10822,25195
2008,330.0,6.0,38.62416,35650
2003,197.0,6.0,32.1868,31317
2015,321.0,6.0,41.84284,54970
2008,210.0,6.0,41.84284,29710
1997,63.0,4.0,61.15492,2000
2015,182.0,4.0,46.67086,31570
2016,335.0,6.0,48.2802,58285
2009,285.0,6.0,32.1868,30625
1992,170.0,6.0,38.62416,2000
1996,260.0,8.0,38.62416,2000
2016,160.0,4.0,57.93624,16995
1998,200.0,6.0,33.79614,2740
1992,111.0,4.0,51.49888,2000
2017,333.0,6.0,46.67086,71350
2014,170.0,5.0,43.45218,25170
2015,170.0,4.0,57.93624,28105
2016,355.0,8.0,37.01482,44420
2015,285.0,6.0,38.62416,38965
2016,185.0,4.0,61.15492,21750
1997,305.0,8.0,38.62416,3550
2016,365.0,6.0,35.40548,45435
2015,120.0,4.0,57.93624,18405
2003,140.0,4.0,48.2802,18890
2008,252.0,6.0,35.40548,27499
2014,317.0,8.0,27.35878,43280
2015,210.0,4.0,46.67086,35095
2015,200.0,4.0,41.84284,20995
2016,182.0,4.0,46.67086,30050
2007,291.0,6.0,32.1868,30770
2015,175.0,4.0,57.93624,21695
2016,106.0,4.0,57.93624,15620
2017,381.0,8.0,27.35878,50030
2016,155.0,4.0,64.3736,21795
2011,302.0,6.0,43.45218,50820
1996,164.0,6.0,38.62416,2000
2015,526.0,8.0,33.79614,47795
2017,420.0,8.0,32.1868,68965
2015,170.0,4.0,51.49888,27475
2017,292.0,6.0,48.2802,27995
1999,320.0,6.0,35.40548,7600
2014,201.0,4.0,49.88954,23300
2016,145.0,4.0,59.54558,17250
2007,320.0,8.0,27.35878,49850
2017,152.0,4.0,61.15492,24095
2003,225.0,6.0,43.45218,30350
2015,325.0,6.0,38.62416,38600
2016,332.0,6.0,38.62416,45270
2017,315.0,6.0,38.62416,40900
2007,245.0,6.0,33.79614,32495
2017,285.0,6.0,38.62416,36720
2010,197.0,6.0,37.01482,30600
2014,280.0,6.0,45.06152,39275
1993,162.0,4.0,35.40548,2000
2015,150.0,4.0,69.20162,26995
2016,182.0,4.0,41.84284,26850
2004,197.0,6.0,27.35878,28199
2016,201.0,4.0,57.93624,32900
2015,200.0,4.0,41.84284,30225
2017,182.0,4.0,45.06152,30550
2014,402.0,8.0,30.57746,59450
2015,185.0,4.0,53.10822,24695
2015,288.0,6.0,46.67086,29485
2011,143.0,4.0,43.45218,19120
1998,220.0,8.0,28.96812,3535
1993,160.0,6.0,38.62416,2000
2010,173.0,4.0,46.67086,27850
2017,188.0,4.0,51.49888,25240
2014,170.0,4.0,77.24832,31895
1991,180.0,4.0,48.2802,2000
2007,195.0,6.0,27.35878,20715
2000,175.0,6.0,25.74944,2237
2017,295.0,6.0,41.84284,37495
2014,283.0,6.0,40.2335,41995
2003,170.0,6.0,43.45218,22685
2017,261.0,6.0,33.79614,27650
2015,106.0,4.0,57.93624,17620
2015,195.0,4.0,49.88954,34465
2016,180.0,4.0,51.49888,26505
2013,200.0,4.0,53.10822,29295
2014,192.0,4.0,49.88954,31065
1992,148.0,6.0,35.40548,2547
2017,280.0,6.0,37.01482,49495
2011,265.0,6.0,37.01482,35875
2015,355.0,8.0,37.01482,49000
2005,174.0,6.0,30.57746,26830
2015,236.0,6.0,30.57746,27355
2014,210.0,4.0,46.67086,30495
2017,381.0,8.0,27.35878,50030
2004,140.0,4.0,53.10822,19555
2016,182.0,4.0,45.06152,25350
2002,300.0,8.0,24.1401,51785
2015,182.0,4.0,45.06152,25300
2016,193.0,4.0,69.20162,30100
2001,310.0,8.0,37.01482,31215
2016,261.0,6.0,35.40548,31690
2016,281.0,6.0,35.40548,43020
2017,296.0,6.0,43.45218,38555
2006,155.0,4.0,45.06152,15099
2017,285.0,6.0,35.40548,43995
2017,160.0,4.0,64.3736,23575
1999,79.0,4.0,62.76426,2000
2017,201.0,4.0,56.3269,32990
2014,261.0,6.0,32.1868,26300
2017,220.0,4.0,51.49888,31990
2009,207.0,6.0,30.57746,24255
2016,200.0,4.0,40.2335,32440
2016,280.0,6.0,43.45218,32580
2015,169.0,4.0,46.67086,24855
2016,220.0,4.0,45.06152,42750
2002,203.0,6.0,28.96812,26075
1998,236.0,5.0,37.01482,2232
2012,332.0,8.0,37.01482,49620
2011,132.0,4.0,51.49888,18845
2014,255.0,8.0,25.74944,33660
2017,268.0,6.0,48.2802,31370
2005,275.0,6.0,27.35878,32030
2015,200.0,4.0,49.88954,34095
2016,137.0,4.0,59.54558,16195
2015,265.0,6.0,48.2802,51400
1993,228.0,6.0,28.96812,2540
2003,190.0,6.0,28.96812,24370
2013,166.0,4.0,37.01482,25949
1992,130.0,5.0,35.40548,2000
2004,190.0,6.0,28.96812,25195
2015,170.0,4.0,51.49888,25995
2012,255.0,8.0,24.1401,35620
2017,155.0,4.0,59.54558,19095
2017,109.0,4.0,57.93624,11990
2015,236.0,6.0,33.79614,36705
2013,291.0,4.0,37.01482,34695
2016,365.0,6.0,41.84284,51700
2017,390.0,8.0,30.57746,57590
2017,332.0,6.0,41.84284,38370
2015,170.0,4.0,56.3269,26915
2017,325.0,6.0,41.84284,35895
1993,100.0,4.0,46.67086,2000
2003,127.0,4.0,38.62416,16630
2017,285.0,6.0,35.40548,35590
2014,330.0,6.0,41.84284,49600
2002,140.0,4.0,48.2802,17805
2015,272.0,4.0,46.67086,46935
1996,190.0,6.0,32.1868,2563
2010,328.0,6.0,43.45218,43350
2004,165.0,6.0,32.1868,18199
2016,131.0,4.0,41.84284,23515
1997,95.0,4.0,38.62416,2000
1994,100.0,4.0,43.45218,2000
2015,220.0,4.0,53.10822,27980
2012,318.0,6.0,43.45218,45850
2010,260.0,4.0,46.67086,26255
2015,130.0,4.0,57.93624,16530
2011,240.0,6.0,40.2335,27315
2002,120.0,4.0,40.2335,15957
2016,240.0,4.0,48.2802,41475
2016,355.0,8.0,35.40548,48200
1993,158.0,6.0,40.2335,2000
2009,185.0,6.0,38.62416,26815
2012,330.0,6.0,41.84284,47700
2016,526.0,8.0,33.79614,47795
2015,185.0,4.0,59.54558,21150
2015,381.0,8.0,27.35878,47975
2006,201.0,6.0,37.01482,19250
2016,302.0,4.0,45.06152,43350
2016,380.0,6.0,32.1868,73645
2017,355.0,8.0,37.01482,48530
2016,381.0,8.0,28.96812,30840
1994,225.0,6.0,38.62416,2000
2011,325.0,6.0,40.2335,45750
2015,240.0,6.0,45.06152,53400
2016,210.0,4.0,53.10822,31235
2015,236.0,6.0,33.79614,28235
2016,300.0,6.0,46.67086,39900
2017,240.0,4.0,48.2802,45350
2017,200.0,4.0,62.76426,41820
2013,320.0,8.0,33.79614,35980
2014,280.0,6.0,46.67086,36030
1999,158.0,6.0,35.40548,2110
2017,248.0,4.0,53.10822,43950
2017,381.0,8.0,27.35878,50030
2017,180.0,4.0,49.88954,26555
2016,159.0,4.0,37.01482,25745
2016,210.0,4.0,53.10822,28020
2013,200.0,4.0,49.88954,29695
2016,285.0,8.0,25.74944,35285
1997,220.0,8.0,27.35878,3104
1998,200.0,6.0,33.79614,2639
2015,240.0,4.0,56.3269,37500
2017,174.0,4.0,67.59228,21500
1996,280.0,8.0,38.62416,2000
2005,250.0,6.0,32.1868,40250
2015,402.0,8.0,41.84284,67750
2017,410.0,6.0,37.01482,63795
1994,195.0,4.0,41.84284,2000
2012,260.0,6.0,32.1868,27705
2017,281.0,6.0,35.40548,45850
2017,168.0,4.0,43.45218,25695
2006,210.0,4.0,37.01482,24595
2016,285.0,6.0,38.62416,27485
1993,150.0,6.0,32.1868,2000
1991,201.0,8.0,27.35878,2186
2015,150.0,4.0,74.02964,26410
2009,310.0,8.0,28.96812,25975
1993,100.0,4.0,41.84284,2000
1999,220.0,8.0,27.35878,3251
2015,148.0,4.0,48.2802,19595
2000,140.0,4.0,45.06152,3012
2014,210.0,4.0,51.49888,27925
2016,240.0,4.0,56.3269,41850
2016,197.0,4.0,54.71756,22565
1994,92.0,4.0,48.2802,2000
2013,145.0,4.0,59.54558,18595
1990,90.0,4.0,28.96812,2000
2016,210.0,4.0,53.10822,30380
2015,138.0,4.0,54.71756,20040
2017,148.0,4.0,54.71756,18795
1995,120.0,4.0,53.10822,2000
2017,248.0,4.0,54.71756,38750
2015,285.0,6.0,35.40548,42010
2017,385.0,8.0,35.40548,50280
2016,220.0,4.0,49.88954,43800
2014,170.0,4.0,77.24832,25560
2015,265.0,4.0,49.88954,48700
2015,381.0,8.0,27.35878,44395
2014,400.0,8.0,32.1868,65800
2005,185.0,6.0,35.40548,24445
2015,290.0,6.0,45.06152,46840
2016,308.0,6.0,37.01482,46135
1993,230.0,6.0,37.01482,2042
2015,180.0,4.0,45.06152,25985
1993,130.0,6.0,41.84284,2000
2017,278.0,6.0,37.01482,42760
2017,355.0,8.0,35.40548,52455
1994,90.0,4.0,41.84284,2000
2000,160.0,6.0,30.57746,3768
2015,176.0,4.0,49.88954,25240
2013,148.0,4.0,59.54558,18595
2015,304.0,6.0,45.06152,39970
2017,146.0,4.0,51.49888,23210
2015,109.0,4.0,64.3736,15430
2016,180.0,4.0,49.88954,22735
2015,109.0,4.0,64.3736,15530
2017,381.0,8.0,28.96812,31290
2004,185.0,6.0,35.40548,34740
2016,283.0,6.0,40.2335,40645
2007,306.0,6.0,40.2335,27900
1999,200.0,8.0,25.74944,4827
2017,290.0,6.0,43.45218,43950
2012,148.0,4.0,48.2802,17999
2016,145.0,4.0,61.15492,18250
2011,185.0,4.0,49.88954,18999
2005,185.0,6.0,33.79614,21399
2017,241.0,4.0,48.2802,52150
2017,279.0,6.0,43.45218,43720
2015,202.0,4.0,53.10822,33215
2016,138.0,4.0,53.10822,21495
2016,355.0,8.0,37.01482,44120
2016,185.0,4.0,56.3269,25140
2009,292.0,8.0,33.79614,27295
2010,275.0,8.0,37.01482,54425
2011,328.0,6.0,40.2335,44750
2016,275.0,6.0,30.57746,38120
2014,274.0,4.0,43.45218,27200
1999,150.0,4.0,57.93624,2000
2017,180.0,4.0,57.93624,22100
2013,98.0,4.0,70.81096,22065
1998,195.0,6.0,43.45218,2283
1997,164.0,6.0,38.62416,2000
2016,200.0,4.0,40.2335,31855
1990,105.0,4.0,40.2335,2000
2016,302.0,6.0,43.45218,59900
2000,130.0,4.0,46.67086,2000
2003,215.0,4.0,43.45218,19450
2003,185.0,6.0,38.62416,28040
2013,318.0,6.0,43.45218,40805
2016,400.0,6.0,37.01482,73900
2013,403.0,8.0,28.96812,69640
2015,150.0,4.0,65.98294,27710
2008,306.0,6.0,40.2335,38680
1991,134.0,6.0,37.01482,2178
2014,132.0,4.0,57.93624,19050
2007,203.0,6.0,40.2335,25920
1992,92.0,4.0,51.49888,2000
2016,360.0,6.0,40.2335,57800
2015,200.0,4.0,43.45218,31650
2012,170.0,5.0,49.88954,25960
1993,230.0,8.0,24.1401,2083
2017,261.0,6.0,33.79614,27320
1992,225.0,8.0,35.40548,2000
2003,170.0,4.0,43.45218,24900
2016,295.0,6.0,45.06152,41900
2016,292.0,4.0,48.2802,36750
2015,237.0,4.0,54.71756,68400
2015,205.0,4.0,49.88954,23290
1991,170.0,8.0,20.92142,2000
2012,300.0,6.0,45.06152,39300
2017,175.0,4.0,54.71756,21995
2015,164.0,4.0,40.2335,23150
2007,395.0,8.0,25.74944,37125
1990,110.0,4.0,46.67086,2000
2006,274.0,4.0,37.01482,27995
2016,268.0,4.0,38.62416,30095
2012,242.0,5.0,37.01482,25305
2015,266.0,6.0,37.01482,37400
2011,320.0,8.0,33.79614,49500
2015,131.0,4.0,41.84284,21710
2011,225.0,6.0,33.79614,28299
2016,148.0,4.0,59.54558,23595
2010,320.0,8.0,38.62416,68785
2009,227.0,5.0,41.84284,35500
2008,150.0,5.0,45.06152,17475
2016,173.0,4.0,54.71756,20250
1990,107.0,4.0,30.57746,2000
2013,420.0,8.0,37.01482,63700
1996,222.0,5.0,38.62416,2000
2006,250.0,6.0,33.79614,34195
1991,150.0,8.0,35.40548,2000
2014,180.0,4.0,45.06152,25975
2008,320.0,8.0,27.35878,50100
2017,275.0,6.0,30.57746,35825
2007,148.0,6.0,33.79614,21430
2017,220.0,4.0,51.49888,29095
1993,230.0,8.0,24.1401,2122
2009,310.0,8.0,28.96812,29585
2010,300.0,6.0,35.40548,54250
2014,225.0,8.0,25.74944,32675
1996,155.0,4.0,41.84284,3520
2003,197.0,6.0,32.1868,27607
2010,224.0,8.0,38.62416,29905
2015,321.0,6.0,41.84284,48715
1996,145.0,6.0,22.53076,2000
2017,272.0,4.0,49.88954,37595
2016,250.0,5.0,46.67086,37650
1998,220.0,8.0,27.35878,2817
2013,240.0,6.0,45.06152,51270
2017,241.0,4.0,49.88954,41500
1994,130.0,6.0,41.84284,2000
2000,190.0,6.0,33.79614,2322
2015,260.0,6.0,43.45218,32810
2015,160.0,4.0,48.2802,24695
2009,177.0,4.0,49.88954,29175
2016,185.0,4.0,53.10822,29945
2017,160.0,4.0,53.10822,19995
2017,252.0,4.0,40.2335,47500
2014,132.0,4.0,57.93624,19050
2014,333.0,6.0,35.40548,60900
2016,175.0,4.0,53.10822,30395
2016,304.0,6.0,45.06152,40145
2016,355.0,8.0,37.01482,43710
2016,201.0,4.0,53.10822,22600
2005,215.0,6.0,37.01482,31105
1995,260.0,8.0,37.01482,2000
2016,210.0,4.0,49.88954,31450
1993,230.0,8.0,24.1401,2073
2006,250.0,6.0,33.79614,33895
2015,302.0,6.0,46.67086,57100
2016,355.0,8.0,35.40548,45170
2004,140.0,4.0,53.10822,17610
2011,276.0,6.0,41.84284,65500
2015,150.0,4.0,67.59228,25695
2012,180.0,4.0,49.88954,20999
2017,285.0,6.0,35.40548,38860
2013,268.0,6.0,41.84284,29670
2016,285.0,6.0,38.62416,27715
2016,278.0,6.0,37.01482,29275
2015,305.0,4.0,37.01482,34495
2010,342.0,8.0,38.62416,54070
2014,138.0,4.0,59.54558,17395
2009,320.0,8.0,27.35878,58150
2016,285.0,6.0,38.62416,32955
2017,302.0,4.0,49.88954,48950
2017,285.0,6.0,35.40548,37340
2015,180.0,4.0,40.2335,25200
2008,390.0,8.0,25.74944,46530
2016,305.0,6.0,38.62416,37810
2007,240.0,6.0,37.01482,20205
1998,200.0,6.0,33.79614,2898
2013,302.0,6.0,40.2335,37090
2016,285.0,8.0,25.74944,36715
2011,332.0,8.0,37.01482,54420
2017,160.0,4.0,48.2802,20995
2015,292.0,6.0,49.88954,31695
2003,275.0,6.0,32.1868,33395
1997,150.0,4.0,41.84284,2000
2015,157.0,4.0,45.06152,24770
2017,182.0,4.0,48.2802,27065
2017,181.0,4.0,40.2335,27000
2004,190.0,6.0,30.57746,25230
2017,320.0,6.0,49.88954,49900
2017,261.0,6.0,37.01482,25750
2016,130.0,4.0,61.15492,21165
2010,235.0,6.0,43.45218,32710
2016,350.0,6.0,38.62416,41005
2012,280.0,6.0,45.06152,38650
2000,125.0,4.0,54.71756,2003
2001,253.0,6.0,33.79614,44625
1992,81.0,4.0,48.2802,2000
2016,260.0,6.0,43.45218,36410
2016,250.0,5.0,41.84284,45650
2010,161.0,4.0,45.06152,21700
2016,260.0,4.0,41.84284,29990
2015,170.0,4.0,57.93624,24375
1997,160.0,6.0,41.84284,2000
2016,256.0,6.0,46.67086,29945
2016,345.0,6.0,43.45218,59700
2015,188.0,4.0,59.54558,24170
2016,278.0,6.0,38.62416,28345
2007,150.0,5.0,45.06152,16065
2017,261.0,6.0,37.01482,24620
1994,165.0,6.0,32.1868,2000
2017,390.0,8.0,28.96812,52550
2015,188.0,4.0,62.76426,45555
2017,174.0,4.0,65.98294,21600
2015,210.0,4.0,48.2802,26550
2010,215.0,6.0,32.1868,24665
2015,288.0,6.0,35.40548,49305
2012,300.0,8.0,32.1868,28340
2015,175.0,4.0,57.93624,26795
1992,96.0,4.0,48.2802,2000
2016,188.0,4.0,59.54558,24170
2009,143.0,4.0,41.84284,17990
2003,185.0,6.0,38.62416,25165
2012,200.0,4.0,53.10822,25695
2016,285.0,8.0,25.74944,32990
2010,210.0,6.0,32.1868,25305
2017,240.0,4.0,46.67086,62500
2015,323.0,6.0,45.06152,31205
2016,381.0,8.0,27.35878,49580
2015,381.0,8.0,27.35878,44000
2017,170.0,4.0,51.49888,31310
2016,265.0,6.0,48.2802,52100
2004,185.0,6.0,32.1868,21999
2017,189.0,4.0,54.71756,26215
2001,200.0,6.0,35.40548,33765
2015,220.0,4.0,53.10822,41650
2005,230.0,6.0,37.01482,36025
2016,305.0,6.0,41.84284,29440
2011,239.0,8.0,38.62416,47225
2003,302.0,8.0,27.35878,42175
2015,305.0,4.0,37.01482,37395
2017,310.0,6.0,40.2335,46920
1994,73.0,3.0,46.67086,2000
2017,170.0,4.0,57.93624,19895
2007,172.0,6.0,38.62416,22795
2011,300.0,6.0,43.45218,49565
2012,330.0,6.0,40.2335,44200
2015,150.0,4.0,67.59228,29095
2015,355.0,8.0,35.40548,53115
2008,252.0,6.0,35.40548,28249
1992,195.0,4.0,41.84284,2000
2016,250.0,5.0,45.06152,41200
2011,161.0,4.0,45.06152,22795
2016,355.0,8.0,37.01482,50040
2000,255.0,8.0,24.1401,3949
2017,138.0,4.0,53.10822,30465
2007,425.0,8.0,28.96812,37795
2017,78.0,3.0,69.20162,16495
2014,140.0,0.0,175.41806,26685
2016,240.0,4.0,41.84284,37455
2017,355.0,8.0,32.1868,48740
2015,143.0,4.0,57.93624,18490
2016,175.0,4.0,54.71756,22750
2017,190.0,4.0,59.54558,34900
2017,152.0,4.0,57.93624,21995
2015,261.0,6.0,33.79614,26310
1990,140.0,6.0,32.1868,2000
2015,310.0,6.0,30.57746,43795
2016,260.0,6.0,43.45218,26580
2006,172.0,6.0,38.62416,20595
2014,192.0,4.0,54.71756,23950
2017,292.0,6.0,48.2802,38635
1995,236.0,4.0,38.62416,5576
2015,170.0,4.0,53.10822,26985
2017,169.0,4.0,43.45218,22900
2015,348.0,6.0,40.2335,34600
2015,505.0,8.0,30.57746,72305
2015,240.0,6.0,61.15492,72150
2017,168.0,4.0,45.06152,22695
2016,200.0,4.0,41.84284,34445
2012,328.0,6.0,43.45218,36900
2014,260.0,6.0,40.2335,42870
2004,210.0,4.0,35.40548,23995
2015,355.0,8.0,35.40548,51150
1997,200.0,6.0,28.96812,3088
2015,250.0,6.0,38.62416,38570
2015,184.0,4.0,53.10822,21645
2016,170.0,4.0,56.3269,45450
2009,263.0,6.0,38.62416,32325
2017,280.0,6.0,41.84284,29475
1998,200.0,6.0,33.79614,3094
2015,455.0,8.0,46.67086,59000
2015,110.0,4.0,75.63898,27435
2006,280.0,6.0,37.01482,33200
2011,158.0,4.0,43.45218,20585
2015,381.0,8.0,27.35878,64320
1992,90.0,4.0,41.84284,2000
2010,225.0,6.0,33.79614,29999
2009,264.0,6.0,38.62416,26045
2005,147.0,4.0,46.67086,20135
1999,168.0,6.0,40.2335,2202
2006,291.0,6.0,32.1868,30580
2008,260.0,6.0,38.62416,27030
2015,261.0,6.0,32.1868,27720
2017,320.0,6.0,49.88954,50500
1997,220.0,6.0,35.40548,17320
1996,210.0,6.0,35.40548,2000
2016,285.0,6.0,35.40548,41185
2013,255.0,8.0,25.74944,31485
2015,168.0,4.0,45.06152,21295
2016,377.0,6.0,51.49888,59950
2012,180.0,4.0,46.67086,23649
1998,180.0,6.0,37.01482,2000
2015,248.0,6.0,45.06152,28975
1993,73.0,3.0,51.49888,2000
2000,170.0,4.0,45.06152,3622
2016,375.0,8.0,37.01482,34995
1993,172.0,6.0,38.62416,2000
2015,241.0,4.0,54.71756,39050
2003,302.0,8.0,27.35878,42435
2016,302.0,4.0,53.10822,39450
2005,300.0,8.0,30.57746,47250
2007,148.0,6.0,33.79614,19675
2014,255.0,8.0,24.1401,33560
2005,160.0,4.0,49.88954,21350
2009,177.0,4.0,43.45218,31395
2016,429.0,8.0,37.01482,68750
2006,126.0,4.0,45.06152,13299
2017,325.0,6.0,41.84284,40365
2005,200.0,6.0,37.01482,22115
2002,120.0,4.0,37.01482,15093
1991,150.0,6.0,28.96812,2000
1992,74.0,4.0,59.54558,2000
2016,260.0,6.0,41.84284,38100
2015,158.0,4.0,45.06152,17120
2017,380.0,6.0,32.1868,73650
2015,355.0,8.0,35.40548,45420
2016,121.0,4.0,80.467,24200
1995,165.0,6.0,32.1868,2000
2016,145.0,4.0,62.76426,17700
2017,278.0,6.0,38.62416,25730
2012,200.0,4.0,51.49888,27795
2015,260.0,6.0,45.06152,34220
2011,158.0,4.0,51.49888,17380
2000,170.0,6.0,40.2335,2080
2016,375.0,8.0,37.01482,38995
1995,164.0,6.0,38.62416,2000
2011,180.0,4.0,46.67086,27299
2007,203.0,6.0,40.2335,29205
2003,200.0,6.0,43.45218,21155
2017,282.0,6.0,37.01482,35330
2000,227.0,6.0,40.2335,2552
1993,116.0,4.0,32.1868,2142
2012,150.0,4.0,48.2802,16999
2015,241.0,4.0,54.71756,49950
2009,285.0,6.0,32.1868,31275
2017,252.0,4.0,41.84284,42320
1996,222.0,5.0,38.62416,2000
2017,138.0,4.0,54.71756,18970
2012,200.0,4.0,53.10822,25095
2005,215.0,6.0,37.01482,29735
2008,237.0,4.0,40.2335,37300
2013,255.0,8.0,24.1401,35085
2017,455.0,8.0,40.2335,36905
1994,260.0,8.0,37.01482,2000
2016,304.0,6.0,45.06152,49250
1993,81.0,4.0,48.2802,2000
2014,170.0,4.0,43.45218,21500
2002,197.0,6.0,27.35878,32887
