Valor,Tamanho,Quartos,Banheiros,Suites,Vagas,Elevador,Mobiliado,Piscina,Novo,Regiao
1000,56,1,2,1,1,Nao,Nao,Nao,Nao,Oeste
1600,50,2,1,0,1,Nao,Nao,Nao,Nao,Oeste
1500,57,2,2,1,2,Nao,Nao,Sim,Nao,Oeste
1600,50,2,1,0,1,Sim,Nao,Nao,Nao,Oeste
1600,50,2,1,0,1,Sim,Nao,Nao,Nao,Oeste
1600,50,2,1,0,1,Sim,Nao,Nao,Nao,Oeste
1600,50,2,1,0,1,Sim,Nao,Nao,Nao,Oeste
1600,50,2,1,0,1,Sim,Nao,Nao,Nao,Oeste
1600,50,2,1,0,1,Sim,Nao,Nao,Nao,Oeste
5500,130,3,2,1,2,Nao,Sim,Sim,Nao,Oeste
2500,74,2,2,1,2,Nao,Nao,Sim,Nao,Oeste
7800,124,3,2,1,2,Nao,Nao,Sim,Nao,Oeste
6000,246,3,4,3,3,Sim,Nao,Sim,Nao,Oeste
6000,246,3,4,3,3,Sim,Nao,Sim,Nao,Oeste
2500,73,2,1,0,1,Nao,Nao,Sim,Nao,Oeste
2700,74,2,2,1,2,Nao,Nao,Sim,Nao,Oeste
2800,70,2,2,1,1,Nao,Sim,Sim,Nao,Oeste
2800,70,2,2,1,1,Nao,Nao,Sim,Nao,Oeste
4500,148,3,4,3,3,Sim,Nao,Sim,Nao,Oeste
6500,173,3,4,3,3,Nao,Nao,Sim,Nao,Oeste
5000,140,3,4,3,3,Nao,Sim,Sim,Nao,Oeste
2300,72,2,2,1,1,Nao,Nao,Sim,Nao,Oeste
1800,90,2,2,0,1,Nao,Nao,Nao,Nao,Oeste
6000,143,2,3,2,2,Sim,Nao,Sim,Nao,Oeste
5700,130,3,4,3,2,Nao,Nao,Sim,Nao,Oeste
2500,80,3,1,0,2,Nao,Nao,Nao,Nao,Oeste
2700,86,2,2,1,1,Sim,Nao,Nao,Nao,Oeste
3600,33,1,2,1,1,Sim,Nao,Sim,Nao,Oeste
3000,30,1,2,1,1,Nao,Sim,Nao,Nao,Oeste
3500,140,3,2,1,1,Nao,Nao,Nao,Nao,Oeste
2499,39,1,2,1,1,Sim,Nao,Sim,Nao,Oeste
2830,33,1,2,1,1,Nao,Nao,Sim,Nao,Oeste
9500,270,4,5,4,4,Nao,Nao,Sim,Nao,Oeste
1800,70,2,2,1,1,Nao,Nao,Nao,Nao,Oeste
3000,31,1,2,1,1,Nao,Nao,Sim,Nao,Oeste
3000,148,3,4,1,2,Nao,Nao,Sim,Nao,Oeste
2800,56,2,2,1,1,Sim,Sim,Nao,Nao,Oeste
4500,120,2,4,1,1,Sim,Sim,Nao,Nao,Oeste
2499,31,1,2,1,1,Sim,Nao,Sim,Nao,Oeste
2800,96,2,2,1,1,Sim,Nao,Nao,Nao,Oeste
4500,132,3,3,1,3,Sim,Nao,Sim,Nao,Oeste
5000,120,3,3,1,2,Nao,Nao,Sim,Nao,Oeste
3200,30,1,2,1,1,Nao,Sim,Nao,Nao,Oeste
5000,120,3,3,1,3,Sim,Nao,Sim,Nao,Oeste
3000,30,1,2,1,1,Nao,Sim,Nao,Nao,Oeste
3800,110,3,2,1,2,Nao,Nao,Nao,Nao,Oeste
3500,83,3,2,1,2,Nao,Nao,Nao,Nao,Oeste
3700,109,3,2,1,2,Nao,Nao,Sim,Nao,Oeste
8500,158,2,2,1,2,Nao,Nao,Nao,Nao,Oeste
4000,132,3,3,1,2,Nao,Nao,Nao,Nao,Oeste
1900,65,2,1,0,1,Sim,Sim,Nao,Nao,Oeste
4000,140,3,3,2,3,Nao,Nao,Sim,Nao,Oeste
1900,112,2,1,0,1,Sim,Nao,Nao,Nao,Oeste
5000,72,1,2,1,1,Nao,Sim,Sim,Nao,Oeste
2200,117,3,4,1,2,Sim,Nao,Sim,Nao,Sul
1300,48,1,2,1,1,Nao,Nao,Sim,Nao,Sul
2400,75,2,2,1,1,Sim,Nao,Nao,Nao,Sul
6500,147,3,4,3,3,Sim,Sim,Sim,Nao,Sul
2400,35,1,2,1,1,Sim,Sim,Sim,Nao,Sul
4500,74,1,2,1,1,Nao,Sim,Sim,Nao,Sul
7600,242,3,5,3,3,Sim,Nao,Sim,Nao,Sul
2500,35,1,2,1,1,Sim,Sim,Sim,Nao,Sul
2500,35,1,2,1,1,Sim,Sim,Sim,Nao,Sul
3700,80,2,2,1,2,Nao,Nao,Nao,Nao,Sul
4600,70,2,2,1,1,Sim,Nao,Sim,Nao,Sul
2500,35,1,2,1,1,Sim,Sim,Sim,Nao,Sul
3200,35,1,2,1,1,Sim,Sim,Sim,Nao,Sul
3500,325,4,3,1,4,Sim,Nao,Sim,Nao,Sul
3000,62,1,2,1,1,Sim,Sim,Sim,Nao,Sul
2500,37,1,2,1,1,Sim,Nao,Sim,Nao,Sul
4000,165,3,4,3,3,Sim,Nao,Sim,Nao,Sul
2400,35,1,2,1,1,Sim,Sim,Sim,Nao,Sul
3200,74,2,2,1,2,Sim,Sim,Nao,Nao,Sul
1700,60,2,2,1,1,Sim,Nao,Sim,Nao,Sul
3500,70,2,2,1,2,Sim,Nao,Sim,Nao,Sul
3000,73,2,2,1,2,Sim,Nao,Sim,Nao,Sul
6500,67,1,2,1,2,Sim,Sim,Sim,Nao,Sul
2200,117,3,4,1,2,Sim,Nao,Sim,Nao,Sul
2500,48,1,2,1,1,Sim,Sim,Sim,Nao,Sul
3700,50,1,2,1,1,Sim,Sim,Sim,Nao,Sul
3000,75,3,2,1,2,Nao,Sim,Sim,Nao,Sul
1343,70,2,2,1,1,Sim,Nao,Nao,Nao,Sul
1200,51,2,2,1,1,Nao,Nao,Sim,Nao,Sul
2044,72,3,3,1,1,Sim,Nao,Sim,Nao,Sul
1600,47,2,2,1,1,Sim,Nao,Nao,Nao,Sul
1310,70,2,2,1,1,Nao,Nao,Nao,Nao,Sul
2600,72,2,2,1,1,Nao,Sim,Nao,Nao,Sul
6500,163,4,5,3,3,Sim,Nao,Sim,Nao,Sul
1360,70,3,2,1,1,Nao,Nao,Sim,Nao,Sul
5000,149,3,4,3,2,Sim,Sim,Sim,Nao,Sul
1348,75,3,2,1,2,Sim,Nao,Nao,Nao,Sul
1150,48,2,2,1,1,Sim,Nao,Nao,Nao,Sul
1900,61,2,2,1,1,Nao,Nao,Sim,Nao,Sul
1500,59,2,2,1,1,Nao,Nao,Sim,Nao,Sul
6500,184,4,4,3,4,Nao,Sim,Nao,Nao,Sul
6500,163,4,5,3,3,Sim,Nao,Sim,Nao,Sul
1350,55,1,2,1,1,Sim,Nao,Sim,Nao,Sul
1250,50,2,2,1,1,Sim,Sim,Nao,Nao,Sul
4500,133,3,3,1,2,Nao,Nao,Nao,Nao,Sul
3000,135,4,4,1,3,Sim,Nao,Nao,Nao,Sul
1800,64,2,2,1,1,Nao,Nao,Nao,Nao,Sul
1900,61,2,2,1,1,Nao,Nao,Sim,Nao,Sul
6500,163,4,5,3,3,Sim,Nao,Sim,Nao,Sul
6500,163,4,5,3,3,Sim,Nao,Sim,Nao,Sul
2200,73,3,2,1,2,Nao,Nao,Sim,Nao,Sul
1630,65,2,2,1,1,Nao,Nao,Nao,Nao,Sul
7000,149,3,4,3,2,Nao,Nao,Nao,Nao,Sul
2700,81,3,2,1,2,Sim,Nao,Sim,Nao,Sul
1300,62,2,2,1,1,Sim,Nao,Sim,Nao,Sul
1500,50,2,2,1,1,Sim,Nao,Sim,Nao,Sul
4500,134,3,5,3,2,Sim,Nao,Nao,Nao,Sul
1500,65,1,2,1,2,Sim,Nao,Sim,Nao,Sul
1905,62,2,2,1,1,Nao,Nao,Sim,Nao,Sul
1430,55,1,2,1,1,Sim,Sim,Sim,Nao,Sul
1300,60,2,2,1,1,Nao,Nao,Nao,Nao,Sul
1100,55,3,2,1,1,Sim,Nao,Nao,Nao,Sul
1400,68,3,2,1,1,Sim,Sim,Sim,Nao,Sul
1100,56,2,2,1,1,Sim,Nao,Sim,Nao,Sul
1700,65,3,2,1,1,Sim,Nao,Sim,Nao,Sul
1000,46,2,2,1,1,Sim,Nao,Nao,Nao,Sul
1240,42,2,2,1,1,Sim,Nao,Sim,Nao,Sul
1000,52,2,2,1,1,Nao,Nao,Nao,Nao,Sul
1400,42,2,2,1,1,Sim,Nao,Sim,Nao,Sul
1100,59,2,2,1,1,Sim,Sim,Nao,Nao,Sul
2300,280,3,2,1,2,Nao,Nao,Nao,Nao,Sul
1500,43,2,2,1,1,Sim,Nao,Sim,Nao,Sul
900,38,2,2,1,1,Nao,Nao,Nao,Nao,Sul
1385,75,3,2,1,1,Nao,Nao,Sim,Nao,Sul
1400,52,2,2,1,1,Nao,Nao,Nao,Nao,Sul
1400,66,3,2,1,1,Nao,Nao,Sim,Nao,Sul
1300,51,2,2,1,1,Sim,Nao,Sim,Nao,Sul
800,49,2,2,1,1,Nao,Nao,Nao,Nao,Sul
1100,60,3,2,1,1,Sim,Nao,Nao,Nao,Sul
2025,114,2,4,1,2,Sim,Nao,Sim,Nao,Sul
1750,47,2,2,1,1,Sim,Nao,Sim,Nao,Sul
1450,75,3,2,1,1,Nao,Nao,Sim,Nao,Sul
1000,45,2,2,1,1,Nao,Nao,Nao,Nao,Sul
1600,57,3,2,1,1,Sim,Nao,Nao,Nao,Sul
1400,74,3,2,1,1,Nao,Nao,Sim,Nao,Sul
1000,47,2,2,1,1,Nao,Nao,Nao,Nao,Sul
1100,60,3,2,1,1,Sim,Nao,Nao,Nao,Sul
1350,42,2,2,1,1,Sim,Nao,Sim,Nao,Sul
900,80,2,2,1,1,Nao,Nao,Sim,Nao,Sul
1000,45,2,2,1,1,Nao,Nao,Nao,Nao,Sul
925,46,2,2,1,1,Sim,Nao,Nao,Nao,Sul
1200,66,3,2,1,1,Nao,Nao,Sim,Nao,Sul
1100,62,2,2,1,1,Sim,Nao,Sim,Nao,Sul
1350,42,2,2,1,1,Sim,Nao,Sim,Nao,Sul
1342,75,3,2,1,1,Nao,Nao,Sim,Nao,Sul
900,39,2,2,1,1,Nao,Nao,Nao,Nao,Sul
1250,48,2,2,1,1,Nao,Nao,Nao,Nao,Sul
1500,64,3,2,1,1,Nao,Nao,Nao,Nao,Sul
1100,38,2,2,1,1,Nao,Nao,Nao,Nao,Sul
1200,90,2,2,1,1,Nao,Nao,Nao,Nao,Sul
1400,38,2,2,1,1,Nao,Nao,Nao,Nao,Sul
1260,48,2,2,1,1,Nao,Nao,Nao,Nao,Sul
1200,47,2,2,1,1,Nao,Nao,Nao,Nao,Sul
1290,46,2,2,1,1,Nao,Nao,Nao,Nao,Sul
1200,50,2,2,1,1,Nao,Nao,Nao,Nao,Sul
1100,39,2,2,1,1,Sim,Sim,Nao,Nao,Sul
1300,39,2,2,1,1,Sim,Nao,Nao,Nao,Sul
900,56,2,2,1,1,Nao,Nao,Nao,Nao,Sul
1300,95,3,2,1,1,Nao,Nao,Nao,Nao,Sul
1100,98,3,2,1,1,Nao,Nao,Nao,Nao,Sul
1100,98,3,2,1,1,Nao,Nao,Nao,Nao,Sul
1150,90,3,2,1,1,Nao,Nao,Nao,Nao,Sul
1000,52,2,2,1,1,Nao,Nao,Nao,Nao,Sul
700,42,2,2,1,1,Nao,Nao,Nao,Nao,Sul
1200,50,2,2,1,1,Nao,Nao,Nao,Nao,Sul
800,40,2,2,1,1,Nao,Nao,Nao,Nao,Sul
1330,66,3,2,1,1,Sim,Nao,Nao,Nao,Sul
1200,60,3,2,1,1,Sim,Nao,Sim,Nao,Sul
1400,50,2,2,1,1,Sim,Nao,Sim,Nao,Sul
1450,50,2,2,1,1,Sim,Nao,Sim,Nao,Sul
1200,56,2,2,1,1,Nao,Nao,Nao,Nao,Sul
1300,95,3,2,1,1,Nao,Nao,Nao,Nao,Sul
1600,52,2,2,1,1,Nao,Nao,Sim,Nao,Sul
850,60,1,2,1,1,Nao,Nao,Nao,Nao,Sul
2000,75,3,2,1,2,Sim,Nao,Sim,Nao,Sul
1045,48,2,2,1,1,Nao,Nao,Nao,Nao,Sul
1400,60,2,2,1,1,Nao,Nao,Nao,Nao,Sul
1100,55,2,2,1,1,Sim,Nao,Sim,Nao,Sul
1200,65,3,2,1,1,Sim,Nao,Sim,Nao,Sul
1450,48,2,2,1,1,Nao,Nao,Nao,Nao,Sul
1200,50,2,2,1,1,Sim,Nao,Nao,Nao,Sul
1100,70,2,2,1,1,Nao,Nao,Nao,Nao,Sul
1000,61,2,2,1,2,Sim,Nao,Sim,Nao,Sul
2300,63,3,2,1,1,Sim,Nao,Nao,Nao,Sul
1600,70,2,2,1,1,Nao,Nao,Nao,Nao,Sul
1500,50,2,2,1,1,Nao,Nao,Nao,Nao,Sul
1300,50,2,2,1,1,Sim,Nao,Nao,Nao,Sul
1500,74,3,2,1,1,Sim,Nao,Sim,Nao,Sul
1300,65,3,2,1,1,Sim,Nao,Nao,Nao,Sul
1500,91,3,1,2,2,Sim,Nao,Sim,Nao,Sul
1740,74,3,2,1,1,Sim,Nao,Sim,Nao,Sul
2500,61,2,2,1,2,Sim,Nao,Sim,Nao,Sul
2500,61,2,2,1,2,Sim,Nao,Sim,Nao,Sul
1100,62,2,2,1,1,Sim,Nao,Nao,Nao,Sul
2000,90,3,3,1,2,Nao,Nao,Nao,Nao,Sul
1300,50,2,2,1,1,Sim,Nao,Nao,Nao,Sul
1509,85,3,2,1,2,Sim,Sim,Sim,Nao,Sul
1800,66,3,2,1,2,Sim,Nao,Sim,Nao,Sul
950,45,2,2,1,1,Nao,Nao,Nao,Nao,Sul
1500,48,2,2,1,1,Nao,Nao,Nao,Nao,Sul
1000,50,2,2,1,1,Nao,Nao,Nao,Nao,Sul
1700,67,3,2,1,2,Sim,Sim,Sim,Nao,Sul
1100,56,2,2,1,1,Sim,Nao,Nao,Nao,Sul
1910,66,3,2,1,2,Nao,Nao,Sim,Nao,Sul
1850,66,3,2,1,2,Sim,Sim,Sim,Nao,Sul
1200,60,3,2,1,1,Sim,Sim,Nao,Nao,Sul
1150,45,2,2,1,1,Nao,Nao,Nao,Nao,Sul
1300,70,3,2,1,1,Sim,Nao,Sim,Nao,Sul
1700,65,3,2,1,1,Sim,Nao,Sim,Nao,Sul
3750,94,2,3,1,2,Sim,Nao,Sim,Nao,Sul
1500,48,2,2,1,1,Nao,Nao,Nao,Nao,Sul
1200,50,1,2,1,1,Nao,Nao,Nao,Nao,Sul
1150,50,2,2,1,1,Nao,Nao,Nao,Nao,Sul
1320,50,2,2,1,1,Sim,Nao,Sim,Nao,Sul
1600,62,3,2,1,1,Sim,Nao,Sim,Nao,Sul
2000,69,3,2,1,1,Nao,Nao,Sim,Nao,Sul
1500,68,3,2,1,1,Sim,Nao,Sim,Nao,Sul
3000,180,4,4,2,2,Nao,Nao,Nao,Nao,Sul
1500,55,3,2,1,1,Sim,Nao,Nao,Nao,Sul
3400,185,4,5,3,2,Sim,Sim,Sim,Nao,Sul
1300,55,2,2,1,1,Nao,Nao,Sim,Nao,Sul
2650,65,3,2,1,1,Nao,Nao,Nao,Nao,Sul
4800,185,4,5,3,2,Sim,Nao,Sim,Nao,Sul
4500,180,3,5,3,2,Sim,Nao,Sim,Nao,Sul
4500,180,4,5,3,2,Sim,Sim,Sim,Nao,Sul
1400,64,2,2,1,1,Nao,Nao,Nao,Nao,Sul
3500,185,4,1,3,2,Nao,Nao,Sim,Nao,Sul
4500,185,4,5,3,2,Sim,Nao,Sim,Nao,Sul
4800,185,3,4,3,2,Nao,Nao,Nao,Nao,Sul
4500,181,4,4,3,2,Sim,Nao,Sim,Nao,Sul
1450,60,2,2,1,1,Nao,Nao,Nao,Nao,Sul
4000,200,4,4,3,2,Nao,Nao,Sim,Nao,Sul
1400,62,2,2,1,1,Nao,Nao,Nao,Nao,Sul
2400,180,4,6,3,2,Sim,Nao,Sim,Nao,Sul
3000,180,3,5,3,2,Sim,Nao,Sim,Nao,Sul
1500,72,3,2,1,1,Nao,Nao,Nao,Nao,Sul
1600,72,3,2,1,1,Nao,Nao,Nao,Nao,Sul
3000,180,4,1,3,2,Sim,Nao,Sim,Nao,Sul
4000,200,4,4,3,2,Nao,Nao,Nao,Nao,Sul
4000,200,5,1,4,2,Nao,Nao,Sim,Nao,Sul
4800,189,4,5,2,2,Sim,Nao,Sim,Nao,Sul
6500,340,4,4,3,3,Nao,Nao,Nao,Nao,Sul
6000,250,4,5,3,2,Sim,Nao,Nao,Nao,Sul
3000,180,4,1,3,2,Sim,Nao,Sim,Nao,Sul
3500,189,4,6,3,2,Sim,Nao,Sim,Nao,Sul
3400,180,4,6,3,2,Nao,Nao,Sim,Nao,Sul
4000,180,3,2,3,2,Sim,Nao,Sim,Nao,Sul
1800,75,3,2,1,1,Sim,Nao,Sim,Nao,Sul
5000,165,3,4,3,3,Nao,Nao,Nao,Nao,Sul
6500,250,4,5,4,4,Nao,Nao,Sim,Nao,Sul
3050,76,3,2,1,1,Nao,Nao,Sim,Nao,Sul
4500,168,3,2,1,2,Sim,Nao,Nao,Nao,Sul
5000,220,3,4,3,3,Sim,Nao,Nao,Nao,Sul
1790,70,2,2,1,1,Nao,Nao,Nao,Nao,Sul
1132,40,2,2,1,1,Nao,Nao,Nao,Nao,Sul
2300,53,2,2,1,2,Sim,Nao,Sim,Nao,Sul
1100,50,2,2,1,1,Nao,Nao,Nao,Nao,Sul
3500,93,3,2,1,2,Nao,Nao,Sim,Nao,Sul
3500,93,3,2,1,2,Sim,Nao,Sim,Nao,Sul
900,55,2,2,1,1,Sim,Nao,Nao,Nao,Sul
1800,60,2,2,1,1,Sim,Nao,Sim,Nao,Sul
800,40,1,2,1,1,Nao,Nao,Nao,Nao,Sul
3400,94,3,2,1,3,Nao,Nao,Sim,Nao,Sul
2300,94,3,2,1,3,Nao,Nao,Sim,Nao,Sul
1450,62,3,2,1,1,Nao,Nao,Nao,Nao,Sul
2000,56,2,2,1,1,Sim,Nao,Nao,Nao,Sul
3500,93,3,2,1,2,Sim,Nao,Sim,Nao,Sul
1800,63,3,2,1,1,Sim,Nao,Sim,Nao,Sul
2200,62,2,2,1,2,Sim,Nao,Sim,Nao,Sul
1500,44,1,2,1,1,Nao,Nao,Nao,Nao,Sul
1800,58,2,2,1,1,Sim,Sim,Sim,Nao,Sul
1200,54,2,2,1,1,Nao,Nao,Nao,Nao,Sul
1200,65,3,2,1,1,Sim,Nao,Sim,Nao,Sul
1900,60,2,2,1,1,Sim,Nao,Sim,Nao,Sul
2300,95,3,3,1,2,Nao,Nao,Nao,Nao,Sul
1200,41,1,2,1,1,Nao,Nao,Nao,Nao,Sul
1400,61,2,2,1,1,Nao,Nao,Nao,Nao,Sul
1800,63,3,2,1,1,Nao,Nao,Nao,Nao,Sul
1200,41,1,2,1,1,Nao,Nao,Nao,Nao,Sul
1400,61,2,2,1,1,Nao,Nao,Nao,Nao,Sul
1100,41,1,2,1,1,Nao,Nao,Nao,Nao,Sul
1160,62,3,2,1,1,Sim,Nao,Nao,Nao,Sul
1000,60,2,2,1,1,Nao,Nao,Nao,Nao,Sul
850,40,1,2,1,1,Nao,Nao,Nao,Nao,Sul
3300,120,3,2,1,2,Nao,Nao,Nao,Nao,Sul
2300,45,1,2,1,1,Nao,Sim,Sim,Nao,Sul
1700,83,2,2,1,1,Nao,Nao,Sim,Nao,Sul
3000,84,3,2,1,2,Nao,Nao,Sim,Nao,Sul
2400,278,2,4,2,1,Sim,Nao,Nao,Nao,Sul
2500,103,3,3,1,2,Nao,Nao,Nao,Nao,Sul
2400,103,3,3,1,2,Nao,Nao,Sim,Nao,Sul
1500,111,3,2,1,1,Nao,Nao,Nao,Nao,Sul
2250,60,2,2,1,1,Sim,Nao,Sim,Nao,Sul
2700,87,3,3,1,2,Nao,Sim,Sim,Nao,Sul
2000,69,3,2,1,1,Sim,Nao,Nao,Nao,Sul
3000,86,3,3,1,1,Nao,Nao,Sim,Nao,Sul
1900,70,3,2,1,1,Nao,Nao,Sim,Nao,Sul
2300,68,2,2,1,2,Nao,Nao,Nao,Nao,Sul
2140,79,3,2,1,2,Nao,Nao,Sim,Nao,Sul
1650,45,1,2,1,1,Sim,Nao,Sim,Nao,Sul
2130,34,1,2,1,1,Sim,Nao,Sim,Nao,Sul
2500,63,2,2,1,1,Sim,Nao,Sim,Nao,Sul
1700,40,1,2,1,1,Nao,Nao,Nao,Nao,Sul
1800,72,3,2,1,1,Nao,Nao,Nao,Nao,Sul
4000,140,3,4,3,2,Sim,Nao,Sim,Nao,Sul
2450,163,3,3,1,2,Sim,Nao,Nao,Nao,Sul
5000,140,3,4,3,2,Nao,Nao,Nao,Nao,Sul
6200,170,4,5,3,3,Sim,Nao,Sim,Nao,Sul
4900,127,3,4,3,2,Sim,Sim,Sim,Nao,Sul
1800,43,1,2,1,1,Sim,Nao,Sim,Nao,Sul
4000,111,3,2,1,2,Sim,Nao,Sim,Nao,Sul
5650,142,3,5,3,2,Sim,Sim,Sim,Nao,Sul
1950,40,1,2,1,1,Nao,Nao,Sim,Nao,Sul
2500,70,3,2,1,2,Sim,Nao,Sim,Nao,Sul
1500,90,3,2,1,1,Sim,Nao,Nao,Nao,Sul
900,50,1,2,1,1,Nao,Nao,Nao,Nao,Sul
1300,55,2,2,1,1,Nao,Nao,Nao,Nao,Sul
1200,58,2,2,1,1,Sim,Nao,Nao,Nao,Sul
1400,58,1,2,1,1,Sim,Nao,Nao,Nao,Sul
1600,65,3,2,1,1,Nao,Nao,Nao,Nao,Sul
1650,65,2,2,1,1,Sim,Nao,Nao,Nao,Sul
1300,50,2,2,1,1,Nao,Nao,Nao,Nao,Sul
1500,70,3,2,1,1,Nao,Nao,Sim,Nao,Sul
1600,48,2,2,1,1,Nao,Nao,Nao,Nao,Sul
1150,65,2,2,1,1,Sim,Nao,Nao,Nao,Sul
1300,50,2,2,1,1,Sim,Nao,Nao,Nao,Sul
1200,47,1,2,1,1,Sim,Nao,Nao,Nao,Sul
1200,60,2,2,1,1,Nao,Nao,Nao,Nao,Sul
1900,54,2,2,1,1,Sim,Sim,Sim,Nao,Sul
1700,68,3,2,1,1,Nao,Nao,Sim,Nao,Sul
2200,45,1,2,1,1,Sim,Nao,Sim,Nao,Sul
1100,67,3,2,1,1,Nao,Nao,Sim,Nao,Sul
1200,44,1,2,1,1,Sim,Nao,Nao,Nao,Sul
2928,70,3,2,1,1,Nao,Sim,Sim,Nao,Sul
1900,120,3,3,1,1,Sim,Nao,Nao,Nao,Sul
1600,50,2,2,1,1,Nao,Nao,Nao,Nao,Sul
1600,50,2,2,1,1,Nao,Nao,Nao,Nao,Sul
1600,48,1,2,1,1,Sim,Sim,Nao,Nao,Sul
1250,65,2,2,1,1,Sim,Nao,Nao,Nao,Sul
1600,68,2,2,1,1,Nao,Nao,Nao,Nao,Sul
1850,78,2,3,1,1,Nao,Nao,Nao,Nao,Sul
1300,63,3,2,1,1,Sim,Nao,Nao,Nao,Sul
2200,84,2,2,1,1,Sim,Nao,Sim,Nao,Sul
1200,30,1,2,1,1,Nao,Nao,Nao,Nao,Sul
1600,38,1,2,1,1,Sim,Nao,Sim,Nao,Sul
1300,40,1,2,1,1,Sim,Nao,Nao,Nao,Sul
2000,114,3,3,1,2,Sim,Nao,Sim,Nao,Sul
1450,56,3,2,1,1,Nao,Nao,Nao,Nao,Sul
1200,39,1,2,1,1,Sim,Nao,Sim,Nao,Sul
1600,60,2,2,1,1,Nao,Nao,Nao,Nao,Sul
1500,68,2,2,1,1,Nao,Nao,Sim,Nao,Sul
3500,114,3,3,1,2,Nao,Sim,Sim,Nao,Sul
780,47,2,2,1,1,Sim,Nao,Nao,Nao,Sul
1500,62,3,2,1,1,Nao,Nao,Sim,Nao,Sul
1000,44,2,2,1,1,Nao,Nao,Nao,Nao,Sul
1600,44,2,2,1,1,Nao,Nao,Nao,Nao,Sul
1000,44,2,2,1,1,Sim,Nao,Nao,Nao,Sul
780,47,2,2,1,1,Nao,Nao,Nao,Nao,Sul
1300,48,2,2,1,1,Sim,Nao,Sim,Nao,Sul
1100,45,2,2,1,1,Nao,Nao,Nao,Nao,Sul
1000,44,2,2,1,1,Sim,Nao,Nao,Nao,Sul
1295,69,3,2,1,1,Nao,Nao,Nao,Nao,Sul
1190,65,3,2,1,1,Nao,Nao,Sim,Nao,Sul
1295,69,3,2,1,1,Nao,Nao,Nao,Nao,Sul
1190,70,3,2,1,1,Nao,Nao,Sim,Nao,Sul
1295,69,3,2,1,1,Nao,Nao,Nao,Nao,Sul
1190,70,3,2,1,1,Nao,Nao,Sim,Nao,Sul
1190,70,3,2,1,1,Nao,Nao,Sim,Nao,Sul
1190,70,3,2,1,1,Nao,Nao,Sim,Nao,Sul
1190,70,3,2,1,1,Nao,Nao,Sim,Nao,Sul
1190,69,3,2,1,1,Nao,Nao,Nao,Nao,Sul
1700,50,2,2,1,1,Nao,Nao,Sim,Nao,Sul
1200,61,3,2,1,1,Sim,Nao,Sim,Nao,Sul
1295,69,3,2,1,1,Nao,Nao,Nao,Nao,Sul
1190,69,3,2,1,1,Nao,Sim,Sim,Nao,Sul
1295,69,3,2,1,1,Nao,Nao,Nao,Nao,Sul
1150,58,2,2,1,1,Nao,Nao,Sim,Nao,Sul
1750,64,2,2,1,1,Sim,Nao,Sim,Nao,Sul
1190,69,3,2,1,1,Sim,Sim,Sim,Nao,Sul
1190,69,3,2,1,1,Sim,Sim,Sim,Nao,Sul
1190,70,3,2,1,1,Nao,Nao,Sim,Nao,Sul
1190,64,3,2,1,1,Sim,Nao,Sim,Nao,Sul
1190,70,3,2,1,1,Nao,Nao,Sim,Nao,Sul
1295,69,3,2,1,1,Nao,Nao,Nao,Nao,Sul
1190,70,3,2,1,1,Nao,Nao,Nao,Nao,Sul
1295,69,3,2,1,1,Nao,Nao,Nao,Nao,Sul
1295,69,3,2,1,1,Nao,Nao,Nao,Nao,Sul
1295,69,3,2,1,1,Nao,Nao,Nao,Nao,Sul
2200,30,1,2,1,1,Sim,Nao,Sim,Nao,Sul
1900,37,1,2,1,1,Sim,Sim,Sim,Nao,Sul
2600,63,1,2,1,1,Sim,Nao,Sim,Nao,Sul
2000,47,1,2,1,1,Sim,Nao,Sim,Nao,Sul
6000,198,4,4,3,3,Sim,Nao,Sim,Nao,Sul
2500,60,2,2,1,1,Sim,Nao,Nao,Nao,Sul
4500,67,1,2,1,2,Sim,Sim,Sim,Nao,Sul
3600,80,2,3,1,1,Sim,Sim,Nao,Nao,Sul
4251,52,1,2,1,1,Sim,Nao,Sim,Nao,Sul
7200,158,4,3,2,2,Sim,Nao,Sim,Nao,Sul
4000,144,3,4,3,2,Sim,Nao,Nao,Nao,Sul
1800,70,2,2,1,1,Nao,Nao,Sim,Nao,Sul
3000,75,3,2,1,1,Nao,Nao,Sim,Nao,Sul
2200,45,1,2,1,1,Nao,Nao,Sim,Nao,Sul
3000,45,1,2,1,1,Sim,Sim,Sim,Nao,Sul
2000,65,2,2,1,1,Nao,Nao,Nao,Nao,Sul
4300,66,2,2,1,1,Sim,Sim,Sim,Nao,Sul
5100,70,2,2,1,1,Sim,Nao,Sim,Nao,Sul
2100,45,1,2,1,1,Sim,Nao,Sim,Nao,Sul
6999,255,3,5,3,3,Nao,Nao,Sim,Nao,Sul
3500,70,2,3,2,1,Sim,Nao,Sim,Nao,Sul
4000,130,3,3,1,1,Nao,Nao,Nao,Nao,Sul
1700,40,1,2,1,1,Sim,Sim,Sim,Nao,Sul
2500,70,2,2,1,2,Sim,Nao,Sim,Nao,Sul
6350,100,2,2,1,1,Nao,Nao,Sim,Nao,Sul
1132,60,3,2,1,1,Nao,Nao,Nao,Nao,Sul
1200,50,2,2,1,1,Nao,Nao,Nao,Nao,Sul
1150,65,3,2,1,1,Sim,Nao,Sim,Nao,Sul
2000,61,2,2,1,1,Sim,Nao,Sim,Nao,Sul
